stratum	canonical	uuid	name	sec_citation_uuid	sec_title
A_many_sec	Gymnocarpium robertianum	b5540d39-7a32-40fd-bef8-95619f8bc54d	Gymnocarpium robertianum (Hoffm.) Newman	790d6644-39f3-4173-ae6c-ec6cbf951a10	EHRENDORFER: Liste der Gefäßpflanzen Mitteleuropas, 2. Aufl
A_many_sec	Gymnocarpium robertianum	babfd214-c235-4755-be02-209014295524	Gymnocarpium robertianum (Hoffm.) Newman	87ed3300-5846-4ff1-809c-eb289aec54d8	Schubert & Vent 1990
A_many_sec	Gymnocarpium robertianum	cab90c10-f78f-4d0a-8526-8e52f3441c2a	Gymnocarpium robertianum (Hoffm.) Newman	6eeeeacc-1da9-4839-98d6-3169c4237ecd	TUTIN et al.: Flora Europaea
A_many_sec	Gymnocarpium robertianum	ec3d23d3-1ea6-444c-a858-4f0f8724baae	Gymnocarpium robertianum (Hoffm.) Newman	ca735e89-ca5c-4381-8e4a-693e6467fde0	OBERDORFER: Pflanzensoziologische Exkursionsflora, ed. 7
A_many_sec	Gymnocarpium robertianum	ff996726-d7fb-4488-a769-865764d407f8	Gymnocarpium robertianum (Hoffm.) Newman	8b86a7f4-3586-4402-9d7a-54e9161ed4fd	SCHMEIL-FITSCHEN: Flora von Deutschland und angrenzenden Ländern, 89. Aufl
A_many_sec	Helianthemum procumbens	1a1840ca-df11-4857-9c37-c8fc6d65f0d2	Helianthemum procumbens Dunal syn.	8b86a7f4-3586-4402-9d7a-54e9161ed4fd	SCHMEIL-FITSCHEN: Flora von Deutschland und angrenzenden Ländern, 89. Aufl
A_many_sec	Helianthemum procumbens	263d1746-682e-4c04-887b-4d39382107b0	Helianthemum procumbens Dunal syn.	6eeeeacc-1da9-4839-98d6-3169c4237ecd	TUTIN et al.: Flora Europaea
A_many_sec	Helianthemum procumbens	5fb585f2-100e-4c52-945e-a6f946ab436c	Helianthemum procumbens Dunal syn.	ca735e89-ca5c-4381-8e4a-693e6467fde0	OBERDORFER: Pflanzensoziologische Exkursionsflora, ed. 7
A_many_sec	Helianthemum procumbens	6a3774a6-113e-41d0-9721-e20218f34e92	Helianthemum procumbens Dunal syn.	060afae5-76ef-44a7-921f-1202685ef351	Wisskirchen & Haeupler 1998
A_many_sec	Helianthemum procumbens	7fac7f8a-321e-4421-a4bd-9d65f0443976	Helianthemum procumbens Dunal syn.	87ed3300-5846-4ff1-809c-eb289aec54d8	Schubert & Vent 1990
A_many_sec	Helianthemum procumbens	994329e2-6433-4885-b40e-4f9982e7866f	Helianthemum procumbens Dunal syn.	88892c5c-755c-4f98-970a-7974bb456afc	Greuter & al.: Med-Checklist bisher Bde. 1, 3 und 4
